("回到过去拥抱你","now","91分钟","中国大陆",8.3,"导演: 花明 演员: 侯明昊 饰：高斯林 彭昱畅 饰：张子扬 盖玥希 饰：郭思嘉 马可","https://p0.meituan.net/movie/29d4b848f1835efaabfa8ee39c959b731433302.jpg","https://maoyan.com/films/1205779","2019-07-26 08:00大陆上映","三个从小一起长大感情深厚的好朋友，其中一个任性离世，而一袋神","三个从小一起长大感情深厚的好朋友，其中一个任性离世，而一袋神奇的魔法银币，让他们重逢在过去与未来的时光里，共同经历一段奇幻的青春，在领悟与成长中创造出只属于他们的完美记忆。"),
("跳舞吧！大象","now","114分钟","中国大陆",7.3,"导演: 林育贤 演员: 艾伦 饰：皮鲍十 金春花 饰：黎春夏 彭杨 饰：刘芊芊 宋楠惜","https://p0.meituan.net/movie/1890a564c74d8865750bb1b19b9fc72a1935745.jpg","https://maoyan.com/films/1226558","2019-07-26 08:00大陆上映","热爱跳舞的13岁少女黎春夏（金春花 饰）不幸遭遇车祸，沉睡1","热爱跳舞的13岁少女黎春夏（金春花 饰）不幸遭遇车祸，沉睡15年后竟奇迹般地苏醒，醒来后却发现生活发生了天翻地覆的变化，不仅丧失了十五年的生活常识，体重也飙升至200斤。但是为了完成在舞台上翩翩起舞的梦想，她与童年的三位同伴再次合体，巧遇灵魂舞者培训班创始人皮鲍十（艾伦 饰），一场华丽丽的魔鬼特训就此开启。"),
("千与千寻","now","125分钟","日本",9.3,"导演: 宫崎骏 演员: 柊瑠美 饰：荻野千寻（日语配音） 周冬雨 饰：荻野千寻（国语配音） 入野自由 饰：白龙（日语配音）Haku (voice) 井柏然","https://p0.meituan.net/movie/30b20139e68c46d02e0893277d633b701292458.jpg","https://maoyan.com/films/1212","2019-06-21 08:00大陆上映","千寻和爸爸妈妈一同驱车前往新家，在郊外的小路上不慎进入了神秘","千寻和爸爸妈妈一同驱车前往新家，在郊外的小路上不慎进入了神秘的隧道——他们去到了另外一个诡异世界—一个中世纪的小镇。远处飘来食物的香味，爸爸妈妈大快朵颐，孰料之后变成了猪！这时小镇上渐渐来了许多样子古怪、半透明的人。千寻仓皇逃出，一个叫小白的人救了他，喂了她阻止身体消失的药，并且告诉她怎样去找锅炉爷爷以及汤婆婆，而且必须获得一份工作才能不被魔法变成别的东西。千寻在小白的帮助下幸运地获得了一份在浴池打杂的工作。渐渐她不再被那些怪模怪样的人吓倒，并从小玲那儿知道了小白是凶恶的汤婆婆的弟子。一次，千寻发现小白被一群白色飞舞的纸人打伤，为了救受伤的小白，她用河神送给她的药丸驱出了小白身体内的封印以及守封印的小妖精，但小白还是没有醒过来。为了救小白，千寻又踏上了她的冒险之旅。"),
("赛尔号大电影7：疯狂机器城","now","98分钟","中国大陆",8.7,"导演: 王章俊 演员: 胡谦 饰：马甲 / 雷蒙教官（配音） 李晔 饰：小米 / 米咔（配音） 罗玉婷 饰：赛小息（配音） 翟巍","https://p1.meituan.net/movie/2d8e1a831dc439410ba90707d58a5b94480532.jpg","https://maoyan.com/films/1260459","2019-08-02大陆上映","公元2110年，能源即将耗尽的地球满目疮痍，全人类面临灭顶之","公元2110年，能源即将耗尽的地球满目疮痍，全人类面临灭顶之灾。千钧一发之际，一群勇敢的赛尔智能机器人登上赛尔号飞船，临危受命前往浩瀚宇宙寻找无尽能源。 转眼过了数年，星际探险员赛小息（罗玉婷 配音）、天才机械师卡璐璐（王晓彤 配音）和宇宙战士阿铁打（翟巍 配音）奉命维修飞船，却被遥远星系突如其来的神秘爆炸震散，流落四方生死未卜……赛尔先锋精英小队星际探险的航程难道就要在此终止了吗…… 与此同时，人工智能中的邪恶力量也在觉醒，他们策划了一场恐怖绝伦的入侵阴谋，矛头直指那颗美丽的蓝色星球——人类的最后家园！危机四伏之际，最神秘的异星历险猝然开启，最疯狂的拯救行动也随之展开！为了生存，星际探险员们将作出怎样的艰难抉择？恩怨交织，流落荒芜星球的英雄们命运谁主沉浮？更有神秘红色精灵，光之星米瑞斯的归宿究竟在哪里？浩渺星系，机械迷城，深层宇宙空间里那些高度发达的人工智能，又隐藏了多少不为人知的秘密呢？"),
("使徒行者2：谍影行动","now","98分钟","中国大陆 中国香港",9.1,"导演: 文伟鸿 演员: 张家辉 饰：程滔 古天乐 饰：井进贤 吴镇宇 饰：叶国帆 姜珮瑶","https://p0.meituan.net/movie/4ce0104f223d0df60340f40f01c561391345060.jpg","https://maoyan.com/films/1197417","2019-08-07 08:00大陆上映","童年兄弟意外失散，30年后因一桩罪案相见，两人已身处不同阵营","童年兄弟意外失散，30年后因一桩罪案相见，两人已身处不同阵营。随着对罪案调查的深入，一个多年来隐于幕后的恐怖组织渐渐浮出水面。"),
("未来机器城","now","107分钟","中国大陆",8.6,"导演: 安恪温 龙子乔: 演员 冯远征 饰：庞贾廷 Justin Pin（中文配音） 石班瑜 饰：米博士 Dr. Tanner Rice（中文配音） 韩莹棣 饰：7723（中文配音）","https://p0.meituan.net/movie/bdae65883df68cb0ccce1b46194f12528633293.png","https://maoyan.com/films/1219932","2019-07-19大陆上映","一个即将被用于拯救人类的新型机器人7723（韩莹棣 配音），","一个即将被用于拯救人类的新型机器人7723（韩莹棣 配音），因缘际会遇上了热爱足球的调皮少女苏小麦（郑海音 配音）。而看似顽劣的小麦生长在一个不算完整的家庭里，父亲为追梦离家，使得小麦的成长也受到了影响，性格冷漠孤僻。7723的出现也使得这对欢喜冤家逐渐在相爱相杀中成为了一对挚友。然而好景不长，心怀毁灭人类之梦的庞老板（冯远征 配音）追踪到了7723的下落，然而那些印刻着小麦名字的温柔颜色和绚烂时光早已在他的生命里留下了不可磨灭的痕迹……"),
("爱宠大机密2","now","86分钟","美国",9.0,"导演: 克里斯·雷纳德 演员: 帕顿·奥斯瓦尔特 饰：麦克（配音） Max(voice) 冯绍峰 饰：麦克（国语配音） Max(voice) 凯文·哈特 饰：小白（配音） Snowball(voice) 陈佩斯","https://p0.meituan.net/moviemachine/350582b51ae828c837ec00bf8aac2a30548615.jpg","https://maoyan.com/films/1211345","2019-07-05大陆上映","将延续《爱宠大机密》的故事，讲述宠物在我们每天离家工作或上学","将延续《爱宠大机密》的故事，讲述宠物在我们每天离家工作或上学后的生活。"),
("游戏人生 零","now","107分钟","日本",9.3,"导演: 石塚敦子 演员: 松冈祯丞 饰：里克（配音） 茅野爱衣 饰：休比（配音） 日笠阳子 饰：克洛妮·多拉（配音） 田村由加莉","https://p0.meituan.net/movie/03b6254e94e18c99c6b080f2fecada2414201605.jpg","https://maoyan.com/films/1203673","2019-07-19 08:00大陆上映","距今超过六千年的远古世界，天地割裂的凄惨战争持续不断，毫无还","距今超过六千年的远古世界，天地割裂的凄惨战争持续不断，毫无还手之力的人类被拥有强大力量的各个种族逼入绝境，濒临灭亡。此时率领人类的年轻领袖里克（松冈祯丞 配音），与机凯种少女休比（茅野爱衣 配音）偶然相遇。被同伴抛弃的休比，为了修复故障，拜托里克把“人类的心”告诉自己。机凯种少女的单纯与真诚，使得里克对休比逐渐放下戒备、敞开心扉，二人感情亦日渐升温。最终二人带领人类共同面对终极一战，少女休比也将面临恋人与生命的残酷抉择。末日来临，在251秒的时间里，赌上一场深情告白。"),
("冰雪女王4：魔镜世界","now","86分钟","俄罗斯",8.3,"导演: 阿列克谢·特斯蒂斯林 罗伯特·伦塞: 导演 （3） 阿列克谢·特斯蒂斯林 罗伯特·伦塞 刘凌峰 编剧 （5）","https://p0.meituan.net/movie/d9a904ad9ab9f73e4c4dc102434fade72858820.jpg","https://maoyan.com/films/1240397","2019-08-02大陆上映","在由哈拉德统治的国家，有一群特别的人，他们天生拥有魔法，和普","在由哈拉德统治的国家，有一群特别的人，他们天生拥有魔法，和普通人一起幸福的生活在这个繁荣的国度。漂亮女孩格尔达是自己四口之家中唯一不会魔法的人，她为此感到苦恼，并一直寻求唤醒自己魔法的力量。然而国王哈拉德精通科学认为魔法只会带来邪恶，假意发布告示：每一位会魔法的人将国王邀请去宫殿里表演魔法，想要让魔法师在这片大陆消失。格尔达的父母和弟弟被邀请离开之后，王国内的魔法师陆续失踪，格尔达无意间得知了国王的真正意图，于是义无反顾的踏上了解救家人的道路，却历经坎坷被捕入狱。格尔达的前敌冰雪女王向格尔达伸出援手，想要共同解救被困住的魔法师们，此时的格尔达是否会接受和前敌冰雪女王联手并让国王找回初心呢？"),
("看不见的小孩","now","93分钟","中国大陆 泰国",6.8,"导演: Issara Nadee 演员: 裴蒂·赫格莉 饰：茉莉 陈锦昀 饰：阿道 段超 饰：晓波 单思杰","https://p0.meituan.net/moviemachine/b06dfa72a4ba8ca1be23c985f5993c2a1066144.jpg","https://maoyan.com/films/1229688","2019-07-19大陆上映","本片根据恐怖漫画《阴阳棺》改编，讲述了民国年间被世人俗称为的","本片根据恐怖漫画《阴阳棺》改编，讲述了民国年间被世人俗称为的“阴阳棺”突然现世，相传这口神秘的棺材一旦出现就会有恐怖的事情发生。 据《民国时报》记载，民国34年，曾发生一起灵异的小孩失踪事件，一群在后山上玩捉迷藏的小孩突然有一个神秘失踪。从那以后，每当打雷时总会看到一个小孩的身影在后山破庙的屋顶上徘徊，离奇的事情接连发生……究竟是消失的小孩“怨灵”回来复仇，还是传说中的“阴阳棺”在作怪？"),
("白蛇：缘起","now","98分钟","中国大陆",9.3,"导演: 黄家康 赵霁: 演员 张喆 饰：小白（配音） 杨天翔 饰：阿宣（配音） 唐小喜 饰：小青（配音）","https://p0.meituan.net/movie/a48ac62bd6f10b9bf94aebc2f19d24021727296.jpg","https://maoyan.com/films/1235560","2019-01-11大陆上映","晚唐年间，国师发动民众大量捕蛇。前去刺杀国师的白蛇意外失忆，","晚唐年间，国师发动民众大量捕蛇。前去刺杀国师的白蛇意外失忆，被捕蛇村少年救下。为帮助少女找回记忆，两人踏上一段冒险旅程，冒险的过程让两人感情迅速升温，但少女蛇妖的身份也逐渐显露，另一边国师与蛇族之间不可避免的大战也即将打响，两人的爱情将要接受巨大考验。"),
("龙牌之谜","now","124分钟","中国大陆 俄罗斯",9.0,"导演: 伊哥·斯坦普陈科 演员: 成龙 饰：Master 阿诺德·施瓦辛格 饰：James Hook 杰森·弗莱明 饰：Jonathan Green 姚星彤","https://p0.meituan.net/moviemachine/033386eab97de97eafe5ee22e076dcc6224586.jpg","https://maoyan.com/films/343473","2019-08-16大陆上映","传说在中国有个龙王，他睡觉的时候睫毛长到地里能够长出茶叶。龙","传说在中国有个龙王，他睡觉的时候睫毛长到地里能够长出茶叶。龙王把法力封印在龙牌里，并把这种力量赋予了替他照料睫毛的白魔法大师（成龙 饰）和他的女儿成兰（姚星彤 饰）。黑魔法师联合恶毒的女巫（马丽 饰），将白魔法大师和成兰关进了异国不同的监狱，企图让龙王臣服于他们。为了保护茶叶，龙牌被人藏了起来。没有人再修剪龙王的睫毛，随着睫毛加重，龙王陷入了沉睡。 英国绘图师格林偶然发现俄国沙皇是冒牌的，决心逃往东方，途中偶遇了成兰，二人结伴而行。依靠白魔法师和真正的沙皇彼得一世的帮助，他们获得了龙牌，并最终战胜了邪恶的女巫，守护一方平安。"),
("命运之夜——天之杯II ：迷失之蝶","now","113分钟","日本",9.0,"导演: 须藤友德 演员: 杉山纪彰 饰：卫宫士郎（配音） 下屋则子 饰：间桐樱（配音） 神谷浩史 饰： 间桐慎二（配音） 川澄绫子","https://p0.meituan.net/movie/7b40e56e644cd04915e6e9cc09c1bdb1331242.jpg","https://maoyan.com/films/414997","2019-07-12大陆上映","「圣杯战争」相隔10年再度在冬木市开战，随着被称作「圣杯战争","「圣杯战争」相隔10年再度在冬木市开战，随着被称作「圣杯战争」御三家之一的间桐家当主‧间桐脏砚（津嘉山正种 配音）的加入，战争变得错综复杂。不知名的黑影在城市内蠢蠢欲动，将御主及从者相继打倒。作为魔术师（御主）加入战争的卫宫士郎（杉山纪彰 配音）也再次受伤，并失去了他的从者Saber（川澄绫子 配音）。尽管如此，士郎为了守护间桐樱（下屋则子 配音），并没有退出战争，但担心着士郎的间桐樱却再次被魔术师的宿命所束缚…"),
("碟仙","now","83分钟","中国大陆",7.9,"导演: 廉涛 演员: 黄奕 饰：梦瑶 范逸臣 饰：项天 程小夏 饰：雯雯 吴烨","https://p0.meituan.net/movie/22acf0e8c935d8fb1fb8dc012cffb0fc92536.jpg","https://maoyan.com/films/1211698","2019-06-21大陆上映","以网络直播为业的单亲妈妈梦瑶（黄奕 饰）带着上幼儿园的女儿雯","以网络直播为业的单亲妈妈梦瑶（黄奕 饰）带着上幼儿园的女儿雯雯住进了一栋便宜的学区房，然而，屋里的诡异氛围，与不时散发的奇怪恶臭，令梦瑶感到不安。某夜，雯雯竟然在梦游中，玩了前租客遗留的“碟仙”游戏。传说只要玩过的人，七日内必会被碟仙夺命！紧接着，屋内接连发生令人毛骨悚然的怪事。七日大限将至，眼看爱女危在旦夕，为了解开碟仙诅咒，夺回女儿，绝望的妈妈不惜做出了惊人的举动……"),
("愤怒的小鸟2","now","97分钟","芬兰",8.6,"导演: 图鲁普·范·奥尔曼 演员: 杰森·苏戴奇斯 饰：大红（配音）Red（voive） 比尔·哈德尔 饰：莱昂纳德（配音）Leonard（voice） 乔什·加德 饰：恰克（配音）Chuck（voice） 丹尼·麦克布莱德","https://p0.meituan.net/movie/d4d0569dcfc1725d09bb0c9be15576093996673.jpg","https://maoyan.com/films/1170287","2019-08-16 09:00大陆上映","十年“欢喜冤家”猪鸟依旧如往常一样“互相拆台”。然而，“不速","十年“欢喜冤家”猪鸟依旧如往常一样“互相拆台”。然而，“不速之客”发射冰球袭击了小鸟岛和猪猪岛，令双方不得不放下芥蒂，小鸟岛昔日英雄胖红（杰森·苏戴奇斯 配音）联合小鸟伙伴们与曾经的对手“捣蛋猪”雷纳德（比尔·哈德尔 配音）一行组建了临时联盟，他们将前往全新冰封岛屿上阻止神秘反派的灭世计划。"),
("隧道尽头","now","120分钟","西班牙 阿根廷",8.6,"导演: 罗德里戈·格兰德 演员: 莱昂纳多·斯巴拉格利亚 饰：华金 Joaquín 克拉拉·拉戈 饰：Berta Uma Salduende 饰：Betty 费德里科·路皮","https://p1.meituan.net/movie/ba8505305c58c36498c964196507a3363431364.jpg","https://maoyan.com/films/644501","2019-07-25 18:00大陆上映","神秘的性感女租客和其6岁女儿的到来让瘫痪程序员华金（莱昂纳多","神秘的性感女租客和其6岁女儿的到来让瘫痪程序员华金（莱昂纳多·斯巴拉格利亚 饰）死水般的生活产生了波澜，更让他意外发现房子下面竟然有一条从隔壁直通银行的隧道，面对一群穷凶极恶的悍匪邻居，隧道尽头等待他的会是什么……"),
("灰猴","now","98分钟","中国大陆",7.4,"导演: 张璞 演员: 王大治 饰：杜子腾 高峰 饰：秦寿生 王靖云 饰：宋玉娇 骆达华","https://p1.meituan.net/movie/6d4a99c589994b6959f71a6c3d8c9cc09531829.jpg","https://maoyan.com/films/1229894","2019-07-23 08:00大陆上映","黄花梁上的云洲城，一件“古陶坛子”的问世，把一帮心怀鬼胎的人","黄花梁上的云洲城，一件“古陶坛子”的问世，把一帮心怀鬼胎的人联系在一起，年轻的混混，见利起义的商人，贪得无厌的按摩女，无心卷入的服务员等，在各自欲望汇聚的泥沼中无法自拨，最终全部落入法网，荒诞的演绎了一场犯罪喜剧。"),
("何以为家","now","116分钟","黎巴嫩 法国 美国",9.3,"导演: 娜丁·拉巴基 Sameer Asha Patil: 演员 赞恩·阿尔·拉菲亚 饰：赞恩 Zein 约丹诺斯·希费罗 饰：拉希尔 Rahil 博鲁瓦蒂夫·特雷杰·班科尔 饰：约纳斯 Yonas","https://p1.meituan.net/movie/d28b729ffe72353a72d1e7ef8a9b90591544978.jpg","https://maoyan.com/films/1218727","2019-04-29大陆上映","法庭上，十二岁的男孩赞恩（赞恩·阿尔·拉菲亚 饰）向法官状告","法庭上，十二岁的男孩赞恩（赞恩·阿尔·拉菲亚 饰）向法官状告他的亲生父母，原因是，他们给了他生命。是什么样的经历让一个孩子做出如此不可思议的举动？故事中，赞恩的父母在无力抚养和教育的状况下依然不停生育，作为家中的长子赞恩，弱小的肩膀承担了无数生活的重压。当妹妹被强行卖给商贩为妻时，赞恩愤怒离家，之后遇到一对没有合法身份的母子，相互扶持勉强生活。然而生活并没有眷顾赞恩，重重磨难迫使他做出了令人震惊的举动……"),
("一条狗的使命2","now","108分钟","美国",9.2,"导演: 盖尔·曼库索 演员: 丹尼斯·奎德 饰：伊森 Ethan 凯瑟琳·普雷斯科特 饰：C.J 刘宪华 饰：崔特 Trent 玛格·海根柏格","https://p1.meituan.net/movie/b76f37b5e3484b6837f75ef7b5bf46452066459.jpg","https://maoyan.com/films/1254277","2019-05-17大陆上映","小狗贝利延续使命，在主人伊森（丹尼斯·奎德 饰）的嘱托下，通","小狗贝利延续使命，在主人伊森（丹尼斯·奎德 饰）的嘱托下，通过不断的生命轮回， 执着守护伊森的孙女CJ（凯瑟琳·普雷斯科特 饰），将伊森对孙女的爱与陪伴，当做最重要的使命和意义，最终帮助CJ收获幸福，再次回到主人伊森身边。"),
("古田军号","now","120分钟","中国大陆",8.9,"导演: 陈力 演员: 王仁君 饰：毛泽东 王志飞 饰：朱德 刘智扬 饰：陈毅 胡兵","https://p1.meituan.net/movie/abc79fe6c5b279e9a6f97a576d2527d49709318.jpg","https://maoyan.com/films/1242130","2019-08-01大陆上映","庆祝中华人民共和国成立70周年献礼影片。以一个红军小号手的视","庆祝中华人民共和国成立70周年献礼影片。以一个红军小号手的视角，讲述了红军从井冈山突围到闽西期间，年轻的革命领袖带领年轻的红军，在绝境中探索真理，开辟了中国革命成功的非凡历程。"),
("某日某月","now","96分钟","中国香港",8.8,"导演: 刘伟恒 演员: 汤怡 饰：王子月 原岛大地 饰：周旭日 陈茵媺 饰：鲁姑婆 夏韶声","https://p0.meituan.net/moviemachine/ca742123c03d80715e650996b05df0432347699.jpg","https://maoyan.com/films/1214981","2019-08-07大陆上映","1992年，一场大雨令香港停电，热爱观星的王子月（汤怡 饰）","1992年，一场大雨令香港停电，热爱观星的王子月（汤怡 饰）与反叛的周旭日（原岛大地 饰）在海边相遇，暗生情愫。未几，旭日却被父亲送到寄宿学校，数月后更要移民外国。 二人像日与月一样难以相见，加上子月的母亲不断阻拦，但他们最终排除万难，展开了一段彷彿分隔两地的遥距恋爱，同时还要面对亲人、老师和同学等等各方面的挑战冲击⋯⋯"),
